0,0.00000037
100,0.00000128
200,0.00000243
300,0.00000362
400,0.00000475
500,0.00000603
600,0.00000682
700,0.00000819
800,0.00000931
900,0.00001055
1000,0.00001162
1100,0.00001281
1200,0.00001408
1300,0.00001491
1400,0.00001642
1500,0.00001774
1600,0.00001855
1700,0.00001997
1800,0.00002070
1900,0.00002251
2000,0.00002321
2100,0.00002484
2200,0.00002542
2300,0.00002729
2400,0.00002796
2500,0.00002909
2600,0.00003044
2700,0.00003151
2800,0.00003252
2900,0.00003398
3000,0.00003478
3100,0.00003629
3200,0.00003735
3300,0.00003902
3400,0.00003964
3500,0.00004077
3600,0.00004159
3700,0.00004298
3800,0.00004404
3900,0.00004534
4000,0.00004646
4100,0.00004769
4200,0.00004862
4300,0.00006182
4400,0.00005143
4500,0.00004191
4600,0.00004334
4700,0.00004339
4800,0.00004460
4900,0.00004559
5000,0.00004686
5100,0.00004726
5200,0.00004874
5300,0.00009764
5400,0.00005048
5500,0.00005102
5600,0.00005273
5700,0.00005287
5800,0.00005392
5900,0.00005476
6000,0.00005647
6100,0.00010092
6200,0.00005746
6300,0.00005800
6400,0.00005946
6500,0.00006069
6600,0.00006139
6700,0.00006230
6800,0.00006320
6900,0.00006479
7000,0.00006524
7100,0.00007784
7200,0.00006738
7300,0.00006807
7400,0.00006888
7500,0.00007241
7600,0.00007038
7700,0.00007101
7800,0.00007270
7900,0.00007387
8000,0.00007440
8100,0.00007515
8200,0.00007659
8300,0.00007769
8400,0.00007815
8500,0.00007940
8600,0.00007978
8700,0.00008475
8800,0.00008188
8900,0.00008234
9000,0.00008348
9100,0.00008458
9200,0.00008597
9300,0.00008636
9400,0.00008749
9500,0.00008829
9600,0.00008952
9700,0.00008989
9800,0.00009083
9900,0.00009232
10000,0.00009257
10100,0.00009431
10200,0.00009490
10300,0.00009560
10400,0.00009632
10500,0.00009698
10600,0.00009849
10700,0.00010880
10800,0.00010010
10900,0.00010170
11000,0.00010187
11100,0.00010357
11200,0.00010435
11300,0.00010491
11400,0.00010632
11500,0.00010620
11600,0.00010822
11700,0.00010874
11800,0.00011006
11900,0.00011093
12000,0.00017804
12100,0.00011320
12200,0.00011321
12300,0.00011449
12400,0.00011544
12500,0.00011594
12600,0.00011771
12700,0.00011843
12800,0.00011930
12900,0.00011990
13000,0.00012147
13100,0.00012155
13200,0.00012272
13300,0.00012370
13400,0.00012474
13500,0.00018826
13600,0.00012668
13700,0.00012741
13800,0.00012815
13900,0.00012884
14000,0.00012950
14100,0.00013133
14200,0.00019849
14300,0.00013308
14400,0.00013352
14500,0.00013409
14600,0.00013579
14700,0.00013680
14800,0.00013725
14900,0.00019969
15000,0.00013904
15100,0.00013980
15200,0.00014319
15300,0.00014269
15400,0.00014298
15500,0.00014477
15600,0.00014530
15700,0.00014532
15800,0.00014700
15900,0.00014706
16000,0.00014888
16100,0.00015012
16200,0.00015004
16300,0.00015177
16400,0.00015219
16500,0.00015408
16600,0.00015375
16700,0.00015476
16800,0.00015670
16900,0.00015722
17000,0.00016038
17100,0.00015930
17200,0.00015945
17300,0.00022710
17400,0.00016227
17500,0.00016276
17600,0.00016348
17700,0.00016522
17800,0.00016535
17900,0.00016656
18000,0.00016682
18100,0.00016997
18200,0.00016895
18300,0.00016963
18400,0.00023663
18500,0.00017169
18600,0.00017203
18700,0.00017333
18800,0.00017499
18900,0.00023708
19000,0.00017602
19100,0.00017805
19200,0.00017811
19300,0.00017901
19400,0.00018056
19500,0.00018124
19600,0.00018279
19700,0.00018326
19800,0.00018443
19900,0.00024741
20000,0.00018575
20100,0.00018725
20200,0.00018738
20300,0.00018823
20400,0.00025363
20500,0.00019002
20600,0.00019151
20700,0.00019200
20800,0.00019319
20900,0.00019387
21000,0.00019538
21100,0.00019809
21200,0.00019759
21300,0.00019721
21400,0.00019920
21500,0.00020021
21600,0.00020099
21700,0.00020170
21800,0.00026133
21900,0.00020309
22000,0.00020632
22100,0.00020615
22200,0.00020641
22300,0.00020828
22400,0.00020801
22500,0.00020865
22600,0.00020905
22700,0.00021070
22800,0.00021105
22900,0.00021283
23000,0.00021288
23100,0.00027565
23200,0.00021607
23300,0.00021809
23400,0.00021661
23500,0.00028342
23600,0.00021945
23700,0.00022234
23800,0.00022168
23900,0.00028992
24000,0.00022377
24100,0.00022615
24200,0.00022427
24300,0.00022597
24400,0.00022647
24500,0.00023435
24600,0.00022907
24700,0.00029572
24800,0.00022928
24900,0.00023435
25000,0.00023301
25100,0.00029464
25200,0.00023475
25300,0.00023830
25400,0.00023668
25500,0.00030077
25600,0.00023730
25700,0.00024020
25800,0.00023915
25900,0.00024067
26000,0.00024189
26100,0.00024274
26200,0.00024420
26300,0.00024469
26400,0.00024562
26500,0.00024673
26600,0.00031022
26700,0.00024686
26800,0.00025108
26900,0.00024935
27000,0.00031992
27100,0.00025185
27200,0.00025264
27300,0.00025371
27400,0.00025446
27500,0.00025775
27600,0.00025713
27700,0.00032486
27800,0.00025962
27900,0.00025903
28000,0.00026022
28100,0.00026066
28200,0.00026954
28300,0.00026310
28400,0.00032862
28500,0.00026577
28600,0.00026534
28700,0.00026685
28800,0.00026841
28900,0.00027032
29000,0.00026876
29100,0.00027020
29200,0.00027226
29300,0.00027226
29400,0.00035114
29500,0.00027598
29600,0.00027485
29700,0.00027597
29800,0.00027706
29900,0.00028511
30000,0.00027940
30100,0.00027906
30200,0.00028217
30300,0.00028127
30400,0.00034953
30500,0.00028325
30600,0.00028407
30700,0.00034704
30800,0.00028640
30900,0.00028694
31000,0.00035233
31100,0.00028869
31200,0.00028963
31300,0.00029062
31400,0.00029217
31500,0.00030001
31600,0.00029397
31700,0.00029391
31800,0.00029892
31900,0.00029662
32000,0.00029767
32100,0.00030094
32200,0.00029898
32300,0.00030044
32400,0.00030261
32500,0.00030175
32600,0.00030250
32700,0.00030573
32800,0.00030489
32900,0.00030559
33000,0.00031693
33100,0.00030690
33200,0.00030923
33300,0.00031184
33400,0.00030973
33500,0.00031095
33600,0.00031440
33700,0.00031308
33800,0.00031415
33900,0.00031688
34000,0.00037871
34100,0.00031654
34200,0.00031660
34300,0.00038372
34400,0.00031970
34500,0.00032188
34600,0.00038948
34700,0.00032462
34800,0.00032355
34900,0.00032607
35000,0.00033068
35100,0.00032747
35200,0.00032702
35300,0.00033068
35400,0.00039843
35500,0.00032989
35600,0.00033183
35700,0.00039581
35800,0.00033237
35900,0.00033431
36000,0.00033405
36100,0.00033874
36200,0.00033652
36300,0.00033744
36400,0.00033796
36500,0.00040264
36600,0.00033983
36700,0.00034068
36800,0.00034208
36900,0.00034542
37000,0.00034298
37100,0.00034459
37200,0.00034553
37300,0.00041217
37400,0.00034768
37500,0.00034872
37600,0.00035013
37700,0.00035283
37800,0.00041219
37900,0.00035309
38000,0.00035336
38100,0.00035469
